"mpg"	"engine_size"	"horsepower"	"weight"	"drag_coef"	"width"	"height"	"awd"	"hybrid"
30.1534640933705	3.16	178	1957	0.36	171.6	137.6	1	0
46.8274216335672	2.45	151	1785	0.32	174.9	148.7	0	0
51.3030497753417	1.37	134	1337	0.44	174.7	136.7	1	1
25.4765813954945	4.04	221	2328	0.42	175.9	133.6	1	0
42.272891726813	4.04	208	2445	0.32	165.6	149.3	0	0
29.5007384959746	4.61	225	2620	0.41	179	145.1	1	0
32.9393440320853	4.87	277	2738	0.43	164.9	143.7	1	0
44.5785930095315	3.06	155	1891	0.39	175.1	131.1	0	1
39.8567851520976	3.2	192	2140	0.34	160.3	147.9	1	0
46.8463239888195	1.65	124	1491	0.27	155.1	152.6	1	0
47.0642245947713	1.66	122	1480	0.45	166.8	139.5	0	0
41.6107270711875	4.15	239	2437	0.37	167.9	141.8	0	0
36.2140622977575	4	188	2376	0.38	155.7	140.3	1	0
45.6852485880133	4.14	216	2470	0.38	154.5	137.8	0	1
48.3282378196651	3.62	190	2211	0.37	191.2	146.5	0	0
50.7047771546137	2.51	95	1836	0.36	180.9	149.8	0	0
51.0204131412719	1.03	103	1267	0.38	166.8	151.7	0	0
30.0963929146051	4.82	283	2812	0.34	186	129.9	1	0
42.9810951989881	4.35	194	2495	0.45	172.6	141.7	0	1
39.3464009864587	1.85	165	1539	0.44	181.1	142.3	0	0
47.574029678397	2.98	174	2000	0.38	179.6	141.6	1	1
34.0949085679846	3.54	226	2161	0.44	180.6	134.2	1	0
30.8953355126433	4.68	216	2707	0.4	177.5	137.1	1	0
50.7456937074474	1.05	109	1238	0.35	163	146	0	0
59.9385510025758	2.07	118	1576	0.26	166.2	162.6	0	1
49.9503505448405	2.74	142	1847	0.39	163.3	141.1	0	1
41.3003071942775	4.32	232	2556	0.31	190.4	144.5	0	1
37.4806511582462	4.48	262	2626	0.43	172.1	148.1	0	1
52.0942840199642	2	138	1685	0.39	174.6	156.2	0	1
52.2295633584222	2.3	129	1724	0.45	174.8	146.3	1	1
49.4761101549546	2.22	170	1653	0.38	174.5	144.4	0	1
49.8740483736277	1.74	112	1512	0.37	168.7	136.7	0	0
43.7242919260507	3.72	219	2353	0.33	175.4	145.1	0	1
45.9286799358417	4.07	181	2419	0.32	180.7	140.5	0	1
28.5779755191759	3.73	218	2254	0.36	176.5	147.7	1	0
50.5565996532122	1.84	104	1567	0.44	191.9	145.6	0	0
34.8011434861835	3.85	195	2406	0.34	187.3	133.7	0	0
44.318029746475	3.42	153	2138	0.41	176.8	144.5	0	1
45.0621127945631	2.36	232	1769	0.38	169.3	141.3	0	0
56.3122064076481	1.16	66	1199	0.27	172.7	150.8	0	0
40.6105726014762	2.61	159	1806	0.42	163.7	153.1	1	0
46.3693859888678	1.32	105	1378	0.33	185.8	152.5	1	0
41.2915840600911	2.25	118	1696	0.43	178.9	139	0	0
36.3708387406923	2.3	149	1715	0.43	168.2	134.9	1	0
48.2001084193096	1.31	119	1349	0.37	179.2	148.3	0	0
57.7818414277213	1.6	133	1357	0.35	172.5	144.8	1	1
48.8436696096545	1.61	59	1355	0.4	177.7	133.8	1	0
33.4612816712004	4.65	213	2667	0.26	168.1	147	1	0
32.9617001983636	3.81	198	2396	0.38	180.7	137.5	1	0
48.3894060796091	4.28	220	2497	0.3	186.3	148.8	0	0
43.6514599751527	3.66	184	2243	0.36	176.5	158.1	0	0
42.3129129605751	1.86	137	1435	0.4	161.6	156.8	1	0
41.2808165097179	2.85	165	1842	0.38	158.3	157.5	1	0
36.8698751870819	3.87	182	2332	0.27	187.6	137.7	0	1
33.5241034005955	4.29	244	2409	0.34	173.9	143	0	0
44.6707230917501	4.28	213	2498	0.26	169.5	126.5	0	1
55.720105902837	1.8	124	1627	0.44	188	130.8	0	1
49.1275435229106	3.4	239	2150	0.31	173.1	161.1	0	1
41.4801979066453	2.72	164	1937	0.3	179.4	150.9	1	0
41.8749918340923	3.55	168	2162	0.31	181.6	147.4	0	0
46.719468852421	2.68	150	1755	0.41	180.5	137.6	0	0
37.9141216555157	4.52	235	2715	0.32	174.1	140	0	0
44.866186720689	2.28	113	1791	0.27	170.8	154.1	1	0
49.9470003300402	2.26	92	1771	0.26	154.7	157.2	0	1
47.2413844949674	2.97	157	1928	0.39	170.5	144.3	0	1
41.8986416914866	2.35	157	1772	0.34	179.9	141.7	1	0
48.0717611553251	1.89	103	1510	0.35	165.7	146.4	1	0
26.9111920287025	4.32	240	2560	0.26	189	132.1	1	0
38.5048016061958	3.15	214	2069	0.41	178.2	152.5	0	0
55.7816506616048	1.39	110	1264	0.4	184	151.2	1	1
49.9460246105517	1.44	150	1329	0.29	170.1	152.6	0	1
49.3925125862604	3.3	189	1937	0.29	167.7	142.8	0	0
29.357867415495	3.15	162	2112	0.43	169.6	133.4	1	0
38.3213308778301	2.95	164	1991	0.39	177.8	152.9	1	0
47.0487744301363	2.28	203	1763	0.43	168	147.1	1	0
36.4050041000442	3.72	226	2254	0.32	152.4	146.5	1	0
32.1004763340964	4.45	237	2652	0.43	178	141.1	1	0
43.854506720893	4.39	231	2658	0.35	167.4	143.8	0	0
41.3931616961446	2.07	135	1625	0.43	176.9	155.8	0	0
44.5450030583549	3.42	194	2214	0.39	174.2	147.8	0	0
29.3837586260379	4.32	261	2526	0.43	187.1	151.8	1	0
41.4475909149271	3.37	200	2226	0.42	184.5	153.1	1	0
48.9781752257559	1.8	124	1477	0.35	190.5	137.6	0	0
38.0523365419626	4.09	154	2390	0.43	174.2	151.4	1	0
50.4921725423543	1.5	111	1320	0.33	181.1	138.6	1	1
26.6803411865052	4.55	240	2644	0.43	165	141.3	1	0
52.2645582197402	2.24	150	1708	0.27	176.4	150.5	0	0
39.4114256709039	3.6	199	2227	0.3	170.8	140.2	1	0
51.2255974118279	2.05	135	1530	0.36	170.8	141.7	0	0
50.1172616341313	1.65	66	1474	0.25	183.7	142	0	0
50.4790770455817	1.42	144	1342	0.3	158.4	140.4	1	1
46.720157573816	2.75	169	1965	0.41	177.3	134.2	0	1
52.9941545271327	1.15	107	1277	0.26	195.5	144.1	0	0
30.3718226024515	4.83	262	2696	0.45	178.9	153.1	0	0
42.505926317646	3.03	181	1950	0.41	172.3	143.5	0	1
44.4415290130942	2.45	99	1823	0.42	162.8	133.2	0	0
45.6003771875642	4.52	204	2559	0.27	165.5	129.8	0	1
38.0576005989542	4.02	237	2433	0.25	169.7	136.9	0	0
47.5888322473251	4.04	265	2404	0.37	181.8	144.3	0	1
48.5647291349746	4.56	220	2599	0.39	188.1	138.7	0	1
43.4677570814685	1.72	129	1500	0.43	177.7	156.6	1	0
29.3006449854501	4.15	267	2477	0.43	186.4	148.4	1	0
46.260464379126	3.19	173	2040	0.34	187.3	148.3	1	1
36.8344218537099	2.99	204	2031	0.26	182.1	141.2	1	0
54.666477613949	1.44	95	1393	0.32	185.9	149.5	0	0
49.5700845051031	3.35	166	2219	0.26	190.3	136	1	1
45.7611127284195	4.59	229	2549	0.35	156.6	144.4	0	1
49.231425763635	1.75	110	1431	0.27	175.4	146.4	1	0
37.5311120232278	3.12	196	2045	0.37	153.5	144.7	1	0
41.3881697428803	3.68	178	2282	0.26	177.2	154.4	1	0
37.7854476320448	4.13	192	2508	0.45	169	158.1	1	1
50.7273406294639	1.75	130	1476	0.41	174.2	151.8	0	0
46.9869674191452	3.27	233	2074	0.26	164.4	132.3	0	0
56.7357095825583	1.79	110	1606	0.29	169.5	125.8	0	1
48.1195893363478	2.23	112	1663	0.38	176	145.1	1	0
54.1028383831625	1.64	102	1411	0.34	188.7	141.4	1	0
56.3133314649925	1.39	93	1295	0.4	179.4	159.1	0	1
52.5937242863877	2.03	134	1549	0.27	154.2	157.2	0	0
49.1099937009278	2.37	143	1710	0.27	171.9	146.3	0	0
42.1761368886475	4.42	218	2652	0.43	160.5	121.6	0	0
57.1996728677016	1.5	59	1396	0.35	188.1	126.9	0	1
44.9672271442158	2.39	127	1753	0.29	189.7	151.1	1	1
44.1923851779559	2.3	102	1751	0.43	190.1	127.5	1	1
47.8777150726674	2.89	158	1973	0.35	174.4	158.7	1	1
27.4954110681424	4.4	209	2557	0.31	176.4	127.8	1	0
48.3713135254824	2.29	137	1846	0.42	185.1	147.8	0	0
48.1135764507681	3.23	174	2107	0.28	174	145.9	0	1
42.3190957287259	3.82	226	2283	0.37	195.8	146.1	1	1
48.9298435759775	2.56	125	1946	0.43	175.5	153.1	0	1
38.0329403744444	4.3	205	2474	0.45	186.7	143	0	0
30.1611618786418	4.63	213	2684	0.33	180.9	154.8	1	0
40.3301455266943	2.67	153	1732	0.33	171.8	147.7	0	0
48.2725980807888	2.12	142	1566	0.4	174.2	155.3	0	0
50.4879810612328	3.93	261	2435	0.33	158.5	145	0	1
43.8692036996426	4.44	250	2597	0.26	175.6	147.3	0	1
38.8255054172109	2.37	157	1818	0.33	176.8	134.7	1	0
47.1917477572856	2.97	172	2085	0.28	168.4	164.1	1	0
42.0325450659004	4.42	219	2551	0.35	166.3	139.9	0	1
47.2851403220783	2.55	171	1750	0.3	174.4	146.1	1	0
34.348640873442	3.91	260	2417	0.3	175.3	145	1	0
43.0459660218376	3.74	213	2311	0.36	190.3	142.5	0	1
41.6992099836589	4.38	264	2550	0.45	179.6	136.3	0	1
50.5233540195687	1.13	137	1247	0.29	169.4	138	1	0
39.4102058633071	3.91	194	2241	0.37	167.4	153.5	1	1
41.8416973653786	2.91	157	1968	0.28	180.1	144.9	0	0
44.5766808947135	3.33	170	2102	0.35	190.7	152.2	0	0
53.2123861774946	1.83	133	1561	0.39	196	143.9	0	1
48.7987621678076	1.12	87	1293	0.35	183.3	138.1	0	0
25.1590682558033	4.89	228	2766	0.36	159.7	154.9	1	0
50.3700447782797	1.99	170	1592	0.26	185.8	147.5	1	1
56.4963978338554	1.48	92	1430	0.34	174.6	136.3	0	0
42.7239770196781	3.74	192	2208	0.39	169.5	145.5	1	0
41.8051078217936	3.94	192	2325	0.4	160.8	146.1	0	0
48.7446964139233	2.29	157	1747	0.38	175.8	139.4	0	1
45.471780157601	4.24	220	2534	0.35	183.4	149.5	0	1
46.1681225294695	2.56	158	1894	0.3	157.9	158.3	0	1
41.3354443703535	3.38	179	2175	0.44	177.8	153.8	0	0
44.2871275945358	2.36	145	1736	0.32	182.4	145.9	1	1
45.8891956004388	3.87	174	2282	0.27	162.3	154	0	0
35.4419178744035	4.79	211	2616	0.32	186.3	149.6	0	0
52.4419353121429	1.33	110	1400	0.32	177.4	149.2	0	1
47.8173862005363	1.94	171	1610	0.39	173.7	146.4	0	0
44.2144012861112	2.45	121	1742	0.31	169.4	127	1	1
40.2465002736394	2.3	139	1665	0.29	190.9	142.6	1	0
48.1308228414443	2.67	141	1928	0.42	169.5	150.5	0	0
51.3949904789433	3.02	194	1955	0.29	174.3	142.8	0	0
32.6439106594906	3.47	237	2268	0.31	192	158.8	1	0
50.5667668998999	3.34	158	2156	0.39	184.3	127.5	0	1
38.0468801918713	4.6	248	2716	0.4	171.1	138.9	0	0
39.8761236403791	3.3	183	2251	0.29	185	136.4	0	0
49.6335078787874	2.25	132	1812	0.29	154.1	142.2	0	0
49.7061218734906	2.92	174	2012	0.32	166.9	151	0	1
43.890375666726	3.38	177	2105	0.33	167.7	161.3	1	0
54.0486438630875	1.27	104	1255	0.37	175.3	160.8	0	1
36.3121952580276	3.94	221	2303	0.4	169.4	147.4	1	0
47.1554355764125	3.57	221	2325	0.39	172.6	138.1	0	1
54.2789124156701	1.27	69	1338	0.32	182.4	153.3	1	0
35.8215605940894	3.79	225	2412	0.29	173.9	151	1	1
45.955061851865	2.4	125	1798	0.39	167.5	139.4	0	0
50.2884592093425	2.26	105	1640	0.43	160.6	148.1	1	0
41.3217912397957	4.93	181	2670	0.27	172.9	156.9	0	0
37.6255938380731	4	231	2339	0.36	172.7	133	0	0
42.9313989261351	3.82	262	2314	0.31	178.6	155.3	0	0
49.4016624430693	1.89	126	1631	0.27	176.8	145.3	0	0
58.4847788794799	2.02	90	1573	0.36	189.9	135.9	0	1
38.2678459715707	3.6	206	2302	0.29	176.6	142.3	1	1
46.3468815162169	3.47	163	2177	0.37	187.4	137	1	1
62.0031836046112	2.01	158	1579	0.33	167.2	148.9	0	1
42.1396320767372	3.08	145	1889	0.31	169.3	144.2	0	0
57.2182872384683	1.17	96	1367	0.35	176.6	142.7	0	0
47.5601167922626	2.88	173	1906	0.36	173.3	139.4	1	1
39.0142963414021	4.5	310	2645	0.33	181.8	156	0	0
45.1120167695204	4.8	244	2810	0.33	182.2	139.2	0	1
48.0963211056453	4.02	225	2447	0.25	179.8	140.3	0	0
33.4695189759215	4.71	252	2714	0.4	192.3	143.2	1	1
37.2865141220726	3.23	168	2077	0.37	195.7	150.4	1	0
35.8880118859493	3.48	172	2152	0.36	189.8	139.7	1	0
33.7680246221956	4.73	293	2726	0.3	186	141.5	0	0
35.2451328687815	3.68	212	2225	0.36	158.8	127.9	1	0
50.2656476208333	1.21	89	1336	0.4	170	148.4	0	0
48.4127971010794	1.71	136	1540	0.33	171.7	158	1	1
38.9147924028713	3.2	221	2032	0.4	159.2	154.9	1	0
46.7319055102206	1.8	149	1602	0.26	178.1	139.5	1	1
45.4124589026538	1.03	111	1213	0.42	182.1	148.9	1	0
38.0257493248447	3.89	207	2285	0.36	192	145.5	1	0
36.7339309399883	4.7	211	2701	0.26	168.7	141.9	0	0
36.0637585952592	4.7	238	2715	0.28	176.5	142.6	0	0
51.1792888907065	1.76	171	1418	0.29	164.7	155.8	0	0
39.6043229900802	2.42	119	1829	0.35	176	136.4	1	0
56.9187590206993	1.38	134	1371	0.37	167.1	139.9	0	0
59.1172282695636	1.31	87	1294	0.31	181.9	146.5	0	1
45.207991350566	1.76	66	1496	0.34	189.5	151.1	1	0
54.2899517202155	2.06	102	1538	0.42	170.2	163.4	0	0
51.0977095593577	1.49	108	1431	0.34	186.1	133.6	0	0
56.2743668527526	1.03	131	1264	0.26	185.8	143.4	0	0
60.0477338018773	1.09	117	1263	0.27	205.8	152.7	0	1
38.8315447482183	2.57	174	1747	0.37	175.2	138.8	1	0
45.9061310111009	1.64	141	1495	0.4	167.1	146.3	0	0
37.3161248358042	2.48	137	1796	0.27	173.5	142.2	1	0
39.2161561539133	2.76	201	1905	0.38	182.1	140.6	1	0
40.8412174853485	4.99	234	2839	0.27	158.3	151.2	0	0
35.1995609965655	4.28	187	2518	0.29	181.1	143.2	1	0
43.5909712294544	3.73	193	2258	0.37	178.6	145.7	0	0
38.6515590828501	3.63	237	2252	0.29	146.5	154.5	0	0
36.757062121652	3.4	122	2126	0.32	189.9	146.1	0	0
55.4654927049579	1.43	108	1477	0.28	160.8	143.3	0	1
42.1929834600686	3.55	241	2230	0.26	160.9	155.5	1	1
50.1101984855658	2.04	122	1680	0.36	164.1	135.9	0	0
47.6172366931173	3.33	206	2222	0.3	171.4	144.6	0	1
30.6447606757954	4.89	209	2796	0.27	156.7	147.3	1	0
35.4933897344709	4.36	196	2494	0.39	176.8	134.7	0	0
48.7509435254171	3.64	171	2280	0.27	178.3	156.8	0	0
43.0382254479585	2.61	153	1821	0.42	175.1	135.9	1	0
53.5064512319733	1.39	52	1480	0.37	178.6	147.9	0	0
49.986745248344	2.28	110	1650	0.27	176.6	135.4	1	1
43.4844936385628	4.98	251	2785	0.38	163.7	145	0	1
32.9618152766477	3.91	211	2374	0.32	181.4	138.2	1	1
40.6404424775475	3.75	205	2333	0.31	184.5	125.5	0	0
41.0511352836104	3.52	196	2162	0.38	181.8	153.5	0	0
38.5340722784451	4.21	202	2486	0.26	158.9	151.3	0	0
50.0488692024523	3.17	183	2068	0.27	170.9	153.4	0	1
46.6576522638514	4.45	216	2567	0.31	174.9	137	0	1
38.7064096772623	4.94	218	2683	0.4	195.2	139.4	1	1
47.6990096906355	3.36	187	2130	0.28	176.3	142.1	0	0
51.7562066614923	1.22	73	1313	0.39	170.5	131	1	0
44.4653906742743	3.11	170	2017	0.32	176	144.7	0	0
42.5740867685032	3.48	165	2108	0.36	171.5	135.1	0	0
51.9755291468821	1.65	117	1427	0.38	182.4	150	0	0
38.1839547707019	4.76	188	2719	0.35	180.5	155.1	0	1
48.9803858931798	1.38	130	1271	0.35	187.1	140.3	1	0
30.5646390852525	4.25	229	2577	0.41	161.1	141.4	0	0
48.8183584922107	4.97	267	2914	0.38	177.8	141	0	1
37.1655975741187	3.58	240	2167	0.38	171.8	145	1	1
46.5268396830351	2.01	120	1643	0.31	169.4	139.7	1	0
48.6509963508561	1.83	126	1581	0.38	164.9	154.4	0	0
44.450447495274	4.28	206	2490	0.4	186.4	148.9	0	0
48.9118572334001	2.09	144	1629	0.38	160.6	147.8	0	0
37.1772811477876	4.33	210	2588	0.37	168.1	143.6	0	0
45.8017400263912	3.16	205	2051	0.28	185	138.2	1	1
26.4907796516988	4.78	257	2641	0.44	192.2	141.4	1	0
47.2428185745548	4.29	219	2552	0.33	182.8	144.2	0	0
37.2716290382305	4.87	249	2696	0.37	182.9	141.1	0	0
41.6167395760743	4.7	225	2640	0.32	158.7	145.7	1	1
44.2606185614662	4.04	213	2461	0.32	189.5	151	0	0
40.4653433965942	3.02	166	2067	0.29	165.3	145.9	0	0
46.3586885697771	4.55	197	2709	0.39	181.3	132.6	0	1
47.4420575597533	1.54	117	1465	0.28	183.8	133.3	1	0
55.3984626968312	1.52	89	1471	0.35	163.7	144.4	0	1
43.6040740947614	4.69	234	2593	0.43	177.6	138.8	0	0
42.1689996877477	3.99	204	2326	0.27	175.9	142	0	0
51.8694277519961	1.21	98	1311	0.4	182.4	142.6	0	0
22.5811929560536	4.55	224	2653	0.43	181.2	135.7	1	0
53.8533125975577	1.44	97	1386	0.35	168.9	147.1	0	0
32.5581357634858	3.37	159	2100	0.29	164.2	156.5	1	0
44.3508568400727	2.13	163	1711	0.33	190.2	147.9	1	1
43.5495306532954	2.35	164	1810	0.35	160.6	160.1	1	0
45.3934855074267	2.99	174	1981	0.38	181.6	156.9	0	0
39.5027610694736	3.38	186	2136	0.44	181.2	137.9	0	0
44.6766686022348	2.7	185	1961	0.28	168.7	135.7	0	0
59.683657863177	2.16	146	1727	0.31	178.1	137.6	0	1
51.5664115414838	1.19	71	1410	0.35	183.3	159.7	1	1
48.4068664291369	2.23	144	1604	0.41	167.1	151.7	0	0
39.1339135278414	4.51	270	2542	0.26	164.1	135.1	0	0
41.2646524595476	4.51	224	2614	0.27	159.5	161.5	0	0
42.2636519407773	1.97	137	1513	0.41	162.2	149	1	0
41.1990519466479	4.94	244	2783	0.42	178.2	161.2	0	0
44.4435138501713	4.55	207	2692	0.29	198.7	141.5	0	0
52.5451836512129	1.17	71	1226	0.39	196.7	164.6	0	0
50.7594133423949	2.5	171	1818	0.29	168.6	141.9	0	0
52.2562926212968	1.22	120	1314	0.3	178.8	149.7	1	0
47.761637337776	4.07	225	2466	0.29	185.2	145.5	0	1
51.7480155219978	1.6	82	1370	0.28	176.7	148.2	0	0
38.4653395608072	4.87	217	2747	0.26	175.4	149.3	0	0
41.9796093361315	3.51	143	2267	0.25	174.2	150.3	1	0
51.0974325700954	1.42	119	1447	0.31	180.7	127.9	0	0
53.1389244837005	1.75	102	1495	0.44	186	145.9	1	1
38.2891296462516	4.29	266	2571	0.28	180	151.8	0	0
55.1338403992857	3.61	188	2229	0.28	171.1	142.3	0	1
54.9638038289002	1.45	55	1401	0.45	159.8	148.9	1	1
49.7283816589198	3.37	170	2068	0.38	176.8	147.5	0	0
41.0007927397224	2.92	154	1994	0.38	165.9	138.5	0	0
42.3178053227928	2.33	156	1683	0.31	167.4	138.8	1	0
40.0752458075535	2.15	120	1702	0.35	178	142.9	1	0
45.9506640791375	2.17	142	1710	0.27	187.6	143.8	1	0
52.4667957152864	1.4	70	1377	0.45	177	136.7	1	0
49.9657806183944	1.37	115	1276	0.28	167	143.6	1	0
46.2957647273969	2.16	165	1703	0.37	175.4	145.2	1	1
43.5067959128438	4.01	219	2368	0.38	190	146.8	0	0
38.7171039807524	4.68	212	2589	0.33	183.7	144	0	0
42.5761802579433	4.94	250	2720	0.3	183	144.6	0	1
49.3659841554447	2.11	159	1678	0.37	160.5	152	1	0
43.7481141818792	2.35	172	1896	0.28	170.2	137.3	0	1
56.1153802551508	1.2	105	1266	0.43	189.9	150.5	0	1
55.5605731536292	1.35	94	1381	0.34	181.6	146.1	0	1
48.294420181792	2.35	176	1731	0.37	157.1	147.8	1	1
45.7952392437377	2	124	1614	0.33	165.8	139.7	0	0
43.1072287826142	2.45	119	1740	0.34	172.7	141.8	0	0
34.9133915186748	3.97	215	2390	0.29	164.3	141.5	1	0
43.6280409558103	3.83	219	2334	0.36	182.5	136.3	0	0
46.9993586637631	4.12	180	2426	0.38	167.7	153.3	0	0
44.7704424570341	2.6	116	1708	0.34	184.4	149.9	1	1
38.9050559612216	4.99	242	2814	0.33	174.7	137.8	0	0
43.342151574639	2.32	155	1856	0.31	168.9	146.2	0	0
46.3436807649837	1.34	81	1416	0.36	168.3	150.9	1	0
32.302328458649	4.42	187	2561	0.25	171.3	143.7	1	0
50.7458376759068	3.09	161	1948	0.25	174.1	139.9	0	1
28.8273985640089	4.99	234	2773	0.41	182	137.8	1	0
47.0310387621149	2.69	140	1788	0.27	156.4	161.3	1	1
46.0911372111291	1.91	121	1629	0.45	186	169	1	1
53.2505749520167	1.41	116	1290	0.4	181.6	141	1	1
47.4321044345045	4.6	214	2457	0.41	179.1	148.6	0	0
54.5384813872716	2.02	117	1695	0.39	158.9	155.5	0	0
42.831200675961	2.65	186	1903	0.32	166.9	151.1	1	0
